index	Mots écrits	_id	Pictogramme	Catégories	Conjugaison	schematic	sex	violence	aac	aacColor	skin	hair	downloads
celles-ci	celles-ci	7096	7096.png	demonstrative adjective	0	True	False	False	False	False	False	False	0
celles-là	celles-là	6907,7092	6907.png,7092.png	demonstrative adjective:demonstrative adjective	0,0	True,True	False,False	False,False	False,False	False,False	False,False	False,False	0,0
cellier	cellier	15996	15996.png	room	0	True	False	False	False	False	False	False	0
cellier à vin	cellier à vin	27608	27608.png	room	0	True	False	False	False	False	False	False	0
celliers	celliers	15996	15996.png	room	0	True	False	False	False	False	False	False	0
celliers à vin	celliers à vin	27608	27608.png	room	0	True	False	False	False	False	False	False	0
cellulaire	cellulaire	25269	25269.png	electrical appliance,hardware,mass media,core vocabulary-object	0	False	False	False	True	False	False	False	0
cellulaires	cellulaires	25269	25269.png	electrical appliance,hardware,mass media,core vocabulary-object	0	False	False	False	True	False	False	False	0
cellule	cellule	36340	36340.png	biology,physiology,animal physiology,plant physiology	0	False	False	False	False	False	False	False	0
cellule nerveuse	cellule nerveuse	30533	30533.png	nervous system	0	False	False	False	False	False	False	False	0
cellules	cellules	36340	36340.png	biology,physiology,animal physiology,plant physiology	0	False	False	False	False	False	False	False	0
cellules nerveuses	cellules nerveuses	30533	30533.png	nervous system	0	False	False	False	False	False	False	False	0
celui-ci	celui-ci	7091,7095	7091.png,7095.png	demonstrative adjective:demonstrative adjective	0,0	True,True	False,False	False,False	False,False	False,False	False,False	False,False	0,0
celui-là	celui-là	6906	6906.png	demonstrative adjective	0	True	False	False	False	False	False	False	0
cendrier	cendrier	4594	4594.png	smoking	0	False	False	False	False	False	False	False	0
cendriers	cendriers	4594	4594.png	smoking	0	False	False	False	False	False	False	False	0
cendrillon	cendrillon	21527	21527.png	tale character	0	False	False	False	False	False	False	True	0
censure	censure	14668	14668.png	miscellaneous	0	False	False	False	False	False	True	False	0
censurer	censurer	11688,31921	11688.png,31921.png	verb,miscellaneous:verb	1,1	False,False	False,False	False,False	False,False	False,False	True,True	False,True	0,0
censures	censures	14668	14668.png	miscellaneous	0	False	False	False	False	False	True	False	0
cent	cent	29256	29256.png	number	0	False	False	False	False	False	False	False	0
centaine	centaine	31334	31334.png	mathematics	0	False	False	False	False	False	False	False	0
centaines	centaines	31334	31334.png	mathematics	0	False	False	False	False	False	False	False	0
centime	centime	4775	4775.png	coin	0	False	False	False	False	False	False	False	0
centimes	centimes	4775,35117,35117	4775.png,35117.png,35117.png	coin:coin,core vocabulary-knowledge:coin,core vocabulary-knowledge	0,0,0	False,False,False	False,False,False	False,False,False	False,True,True	False,True,True	False,False,False	False,False,False	0,0,0
central	central	26740,32007	26740.png,32007.png	basic concepts:basic concepts	0,0	True,True	False,False	False,False	False,False	False,False	False,True	False,False	0,0
centrale nucléaire	centrale nucléaire	8534	8534.png	infrastructure,energy	0	False	False	False	False	False	False	False	0
centrales nucléaires	centrales nucléaires	8534	8534.png	infrastructure,energy	0	False	False	False	False	False	False	False	0
centre	centre	5424,15748,38004	5424.png,15748.png,38004.png	basic concepts:urban area:psychology	0,0,0	True,True,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
centre commercial	centre commercial	11211,15551	11211.png,15551.png	commercial building:commercial building,trade	0,0	False,False	False,False	False,False	False,False	False,False	True,False	False,False	0,0
centre culturel	centre culturel	29845	29845.png	cultural building	0	True	False	False	False	False	True	False	0
centre d'accueil féminin	centre d'accueil féminin	32352	32352.png	cultural building,signaling system	0	True	False	False	False	False	True	True	0
centre d'accueil pour migrants	centre d'accueil pour migrants	37465	37465.png	residential building	0	True	False	False	False	False	False	False	0
centre d'accueil pour réfugiés	centre d'accueil pour réfugiés	37465	37465.png	residential building	0	True	False	False	False	False	False	False	0
centre d'action médico-sociale précoce	centre d'action médico-sociale précoce	36079	36079.png	educational building,educational_building,special education,signaling system	0	False	False	False	False	False	True	True	0
centre d'appel	centre d'appel	36412	36412.png	service building,mass media	0	False	False	False	False	False	True	True	0
centre d'appels téléphoniques	centre d'appels téléphoniques	36412	36412.png	service building,mass media	0	False	False	False	False	False	True	True	0
centre d'assistance du téléphone	centre d'assistance du téléphone	37503	37503.png	security and defense,signaling system	0	True	False	False	False	False	False	False	0
centre d'audition	centre d'audition	34133	34133.png	commercial building,orthopedic product,signaling system	0	True	False	False	False	False	False	False	0
centre d'escalade	centre d'escalade	5090	5090.png	sports facility	0	False	False	False	False	False	False	False	0
centre d'interprétariat	centre d'interprétariat	32348,32349	32348.png,32349.png	cultural building:cultural building	0,0	True,True	False,False	False,False	False,False	False,False	True,True	False,False	0,0
centre de conférences	centre de conférences	25542	25542.png	cultural building,public building	0	False	False	False	False	False	True	False	0
centre de données	centre de données	35645	35645.png	building room,computing,signaling system	0	True	False	False	False	False	False	False	0
centre de formation	centre de formation	34161	34161.png	educational building,educational_building,signaling system	0	True	False	False	False	False	False	False	0
centre de jour	centre de jour	25692,25693,36708,36709	25692.png,25693.png,36708.png,36709.png	service building,personal services:service building,personal services,signaling system:medical center,medical centre:medical center,medical centre	0,0,0,0	False,True,True,True	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,True,False,False	False,False,False,False	0,0,0,0
centre de planification ou d’éducation familiale	centre de planification ou d’éducation familiale	29849	29849.png	medical center,medical centre	0	True	False	False	False	False	False	False	0
centre de presse	centre de presse	37350	37350.png	building room,mass media,signaling system	0	True	False	False	False	False	False	False	0
centre de recyclage	centre de recyclage	34104,34105	34104.png,34105.png	recycling center,recycling:recycling center,recycling	0,0	True,True	False,False	False,False	False,False	False,False	False,False	False,False	0,0
centre de ressources pour les femmes	centre de ressources pour les femmes	32352	32352.png	cultural building,signaling system	0	True	False	False	False	False	True	True	0
centre de rééducation	centre de rééducation	16151,32712	16151.png,32712.png	medical center,medical centre:medical center,medical centre,physiotherapy	0,0	False,True	False,False	False,False	False,False	False,False	True,True	True,False	0,0
centre de rééducation fonctionnelle	centre de rééducation fonctionnelle	29921	29921.png	medical center,medical centre,physiotherapy	0	True	False	False	False	False	True	True	0
centre de santé	centre de santé	29859,32246	29859.png,32246.png	medical center,medical centre:medical center,medical centre	0,0	True,True	False,False	False,False	False,False	False,False	True,True	False,True	0,0
centre de santé féminine	centre de santé féminine	29849	29849.png	medical center,medical centre	0	True	False	False	False	False	False	False	0
centre de santé mentale	centre de santé mentale	29857	29857.png	medical center,medical centre	0	True	False	False	False	False	True	False	0
centre de soins	centre de soins	32246,38083	32246.png,38083.png	medical center,medical centre:medicine,medical center,place,medical centre,covid-19	0,0	True,True	False,False	False,False	False,False	False,False	True,False	True,False	0,0
centre de soins ambulatoires	centre de soins ambulatoires	35121	35121.png	medical center,medical centre,covid-19	0	True	False	False	False	False	True	False	0
centre de traduction	centre de traduction	32348,32349,32349	32348.png,32349.png,32349.png	cultural building:cultural building:cultural building	0,0,0	True,True,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	False,False,False	0,0,0
centre de tri	centre de tri	34105	34105.png	recycling center,recycling	0	True	False	False	False	False	False	False	0
centre des impôts	centre des impôts	35447	35447.png	public building,public administration,signaling system	0	True	False	False	False	False	False	False	0
centre des monuments historiques	centre des monuments historiques	29851	29851.png	cultural building	0	False	False	False	False	False	False	False	0
centre galicien d'art contemporain	centre galicien d'art contemporain	36898	36898.png	cultural building	0	False	False	False	False	False	False	False	0
centre hospitalier	centre hospitalier	32246	32246.png	medical center,medical centre	0	True	False	False	False	False	True	True	0
centre hospitalier spécialisé	centre hospitalier spécialisé	29875	29875.png	medical center,medical centre	0	True	False	False	False	False	True	False	0
centre médical	centre médical	32246	32246.png	medical center,medical centre	0	True	False	False	False	False	True	True	0
centre sportif	centre sportif	37951	37951.png	sports facility,signaling system	0	False	False	False	False	False	False	False	0
centre-ville	centre-ville	15748	15748.png	urban area	0	True	False	False	False	False	False	False	0
centres	centres	5424,15748,38004	5424.png,15748.png,38004.png	basic concepts:urban area:psychology	0,0,0	True,True,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
centres commerciaux	centres commerciaux	11211,15551	11211.png,15551.png	commercial building:commercial building,trade	0,0	False,False	False,False	False,False	False,False	False,False	True,False	False,False	0,0
centres culturels	centres culturels	29845	29845.png	cultural building	0	True	False	False	False	False	True	False	0
centres d'accueil féminin	centres d'accueil féminin	32352	32352.png	cultural building,signaling system	0	True	False	False	False	False	True	True	0
centres d'accueil pour migrants	centres d'accueil pour migrants	37465	37465.png	residential building	0	True	False	False	False	False	False	False	0
centres d'accueil pour réfugiés	centres d'accueil pour réfugiés	37465	37465.png	residential building	0	True	False	False	False	False	False	False	0
centres d'action médico-sociale précoce	centres d'action médico-sociale précoce	36079	36079.png	educational building,educational_building,special education,signaling system	0	False	False	False	False	False	True	True	0
centres d'appel	centres d'appel	36412	36412.png	service building,mass media	0	False	False	False	False	False	True	True	0
centres d'appels téléphoniques	centres d'appels téléphoniques	36412	36412.png	service building,mass media	0	False	False	False	False	False	True	True	0
centres d'assistance du téléphone	centres d'assistance du téléphone	37503	37503.png	security and defense,signaling system	0	True	False	False	False	False	False	False	0
centres d'audition	centres d'audition	34133	34133.png	commercial building,orthopedic product,signaling system	0	True	False	False	False	False	False	False	0
